workflow_name,workflow_id,file_path,state,active_last_7_days,not_utilized_last_7_days_including_disabled,runs_7d,last_run_at_utc,success_7d,failure_7d,cancelled_7d,timed_out_7d,action_required_7d,queued_or_in_progress_7d,workflow_dependencies,granted_access_permissions,rate_limit_included,variable_mappings,tokenized_variable_refs,copilot_variable_refs,variable_ref_count,has_variable_mapping,branch_update_conflict_risk,branch_update_conflict_reasons,branch_update_conflict_mitigation_vars,trigger_types,workflow_dispatch_enabled,workflow_call_enabled,schedule_enabled,workflow_run_enabled,timeout_configured,concurrency_configured,runner_labels,artifact_upload_steps,recommended_portfolio_action,copilot_smoke_posture,portfolio_note
mypy Baseline (Type-Check Anti-Regression),246225676,.github/workflows/mypy-baseline.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""CHECKEDOUT"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""TRIGGER""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,7,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Nightly CodeQL Alert Triage,238915811,.github/workflows/nightly-codeql-alert-triage.yml,active,True,False,1,2026-05-15T03:20:12Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | security-events: read | issues: write,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [""PYTHON_VERSION""], ""shell_env"": [""DRY_RUN_FLAG"", ""GITHUB_STEP_SUMMARY"", ""PW_FLAG"", ""RESULT_FILE"", ""STAGES""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TENV_PYTHON_VERSION",CODEX_CACHE_VERSION,9,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Nox Quality Gates,203185765,.github/workflows/nox_gates.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-wec-critical,disabled,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
🧹 One-Shot: Cleanup Stale Self-Heal Branches,239987348,.github/workflows/one-shot-cleanup.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,already-disabled,disabled,Already non-active in GitHub Actions.
OpenVINO Phase C — Intel Arc iGPU Smoke Tests,239780045,.github/workflows/openvino-phase-c.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
CI — Optimized with Caching,216390776,.github/workflows/optimized-ci.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,"push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
🩺 Pages Health Guard (Self-Healing),249565881,.github/workflows/pages-health-guard.yml,active,True,False,36,2026-05-15T18:34:47Z,11,0,25,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pages: write | id-token: write | actions: write      # Required to trigger pages-mkdocs.yml via workflow_dispatch,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Deploy Pages (MkDocs),216480130,.github/workflows/pages-mkdocs.yml,active,True,False,15,2026-05-15T18:36:22Z,0,13,0,0,0,1,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pages: write | id-token: write,True,"{""vars"": [""COGNITIVE_APP_API_MODE"", ""COGNITIVE_APP_API_URL""], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TVAR_COGNITIVE_APP_API_MODE,TVAR_COGNITIVE_APP_API_URL,TSEC_GITHUB_TOKEN",,5,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-failures,Observed runs in the last 7 days.
Pages Pre-Merge Validation,232648555,.github/workflows/pages-pre-merge-validation.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | issues: write,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""CRITICAL_FAIL"", ""EXIT_CODE"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""ISSUE_COUNT"", ""TABLE_ISSUES""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,10,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,issues",False,False,False,False,True,True,ubuntu-latest,1,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
Pages Scheduled Validation,232701520,.github/workflows/pages-scheduled-validation.yml,active,True,False,1,2026-05-15T00:34:53Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | issues: write | pull-requests: write,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""ARGS"", ""AUTO_FIX"", ""CREATE_PR"", ""DASHBOARD"", ""ERRORS"", ""ERROR_COUNT"", ""EXIT_CODE"", ""GITHUB_OUTPUT"", ""KEY_FILES"", ""VALIDATION_TYPE"", ""WARNING_COUNT""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,13,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
📋 Post Accountability Report to Discussion,249744244,.github/workflows/post-accountability-to-discussion.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | discussions: write | pull-requests: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""FORCE_POST"", ""PR_NUMBER"", ""REF"", ""RUNNER_TEMP"", ""SESSION_ID"", ""SHA""], ""shell_env"": [""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_FORCE_POST,TENV_PR_NUMBER,TENV_REF,TENV_RUNNER_TEMP,TENV_SESSION_ID,TENV_SHA",,10,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
🧠 Post CI Status to Discussions,251020901,.github/workflows/post-ci-status-to-discussion.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | discussions: write | pull-requests: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""DISCUSSION_NUMBER""], ""shell_env"": [""DISCUSSION_NUMBER"", ""GITHUB_OUTPUT"", ""GITHUB_RUN_ID"", ""GITHUB_SHA"", ""GITHUB_STEP_SUMMARY"", ""REPO"", ""UPSERT"", ""UPSERT_FLAG""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_DISCUSSION_NUMBER",,11,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Post-Merge Validation (Optimized),204993117,.github/workflows/post-merge-validation-optimized.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
PR Checks (Isolated Cache),216734393,.github/workflows/pr-checks.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""HOME"", ""PATH""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,issues",False,False,False,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
💰 PR Cost Check,246010901,.github/workflows/pr-cost-check.yml,active,True,False,6,2026-05-15T04:44:06Z,2,0,4,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | statuses: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""COST_RED_COUNT"", ""COST_STATUS"", ""COST_SUMMARY""], ""shell_env"": [""STATUS""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_COST_RED_COUNT,TENV_COST_STATUS,TENV_COST_SUMMARY",,7,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,issues",False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Generate PR Follow-Up Prompt,219258813,.github/workflows/pr-followup-generator.yml,active,True,False,6,2026-05-15T04:44:06Z,2,0,4,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""PUSHED"", ""TARGET_REF""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,6,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
PR Size Analyzer,234522554,.github/workflows/pr-size-analyzer.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""BASE_SHA"", ""CHANGED_FILES"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""HEAD_SHA""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_call,issues",False,True,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Pre-Flight CI Validation,234837172,.github/workflows/pre-flight-validation.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,issues",False,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Pre-Merge Validation,232272354,.github/workflows/pre-merge-validation.yml,active,True,False,1,2026-05-15T04:04:54Z,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | checks: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-wec-critical,observed-green,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
🔍 Proactive CI Monitor,256293353,.github/workflows/proactive-ci-monitor.yml,active,True,False,19,2026-05-15T17:59:39Z,0,18,0,0,0,1,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | issues: write | pull-requests: write | actions: read,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""ARGS"", ""GITHUB_OUTPUT"", ""GITHUB_REPOSITORY"", ""GITHUB_STEP_SUMMARY"", ""GITHUB_TOKEN"", ""TARGET_PR""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-failures,Observed runs in the last 7 days.
Process Variable Intents,242711406,.github/workflows/process-variable-intents.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write   # needed to commit the cleanup of processed intent files | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""DRY_RUN"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,5,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,0,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
Progressive Validation Suite,234527242,.github/workflows/progressive-validation.yml,active,True,False,1,2026-05-15T04:04:54Z,0,0,0,0,0,0,"{""reusable_calls"": [""pr-size-analyzer.yml""], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
🚀 Promote Integration Branch (0D_base_ → main),249908046,.github/workflows/promote-integration-branch.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""EXIT"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_CODEX_MASTER_KEY,,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Publish Status Dashboard Release,203589200,.github/workflows/publish_dashboard_release.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
Publish Python Package to PyPI,226584848,.github/workflows/pypi-publish.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | id-token: write  # Required for OIDC trusted publishing,True,"{""vars"": [], ""secrets"": [""TEST_PYPI_API_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_TEST_PYPI_API_TOKEN,,1,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,release",True,False,False,False,True,True,ubuntu-latest,1,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
QA Walkthrough Agent,238789879,.github/workflows/qa-walkthrough.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
RAG Freshness Scheduler,246217757,.github/workflows/rag-freshness-scheduler.yml,active,True,False,4,2026-05-15T18:32:53Z,4,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | actions: write             # needed to dispatch embedding-index-rebuild.yml,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,2,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Rate-Limit History Prune,203589201,.github/workflows/ratelimit_history_prune.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
🔗 Reference Integrity + Agent Size Gate,249528385,.github/workflows/reference-integrity.yml,active,True,False,2,2026-05-15T04:04:54Z,2,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-wec-critical,observed-green,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
Repository Organization & Cleanup,216369703,.github/workflows/repo-organization.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,1,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
